DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200306219,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1820,3,Southwest,318,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 1814 0443,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930,,,,1300 W  24TH                         ST,,34.0344,-118.289
200306221,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,530,3,Southwest,374,2,624,BATTERY - SIMPLE ASSAULT,1820 0444 2002 1206 0416,55,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4000 S  VAN NESS                     AV,,34.0148,-118.3222
200306222,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,39,3,Southwest,328,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1309 1251 0329,20,M,W,508,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,745,,,,600 W  28TH                         ST,,34.0261,-118.2773
201111795,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,915,11,Northeast,1153,2,625,OTHER ASSAULT,0356 1822 1416 2029,69,M,O,109,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,LOS FELIZ,FERN DELL,34.1081,-118.3079
201414967,08/05/2020 12:00:00 AM,08/04/2020 12:00:00 AM,2130,14,Pacific,1432,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,48,M,W,101,STREET,,,IC,Invest Cont,331,,,,700    MILWOOD                      AV,,33.9925,-118.4635
200306228,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,815,3,Southwest,325,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,2600    MENLO                        AV,,34.0328,-118.2903
211604066,01/01/2021 12:00:00 AM,12/28/2020 12:00:00 AM,150,16,Foothill,1684,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0342 0385 0344,34,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,331,,,,8400    LANKERSHIM                   BL,,34.2229,-118.3878
200306231,02/07/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1,3,Southwest,393,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4200    LEIMERT                      BL,,34.0082,-118.3263
200306234,02/07/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1500,3,Southwest,379,1,122,"RAPE, ATTEMPTED",1822 1309 1305 0418 0500,24,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,910.0,,,1000 W  39TH                         PL,,34.0141,-118.2915
200708114,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1845,7,Wilshire,722,1,310,BURGLARY,0325,0,F,W,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,AA,Adult Arrest,310,,,,8400    BEVERLY                      BL,,34.0761,-118.3731
200915262,09/29/2020 12:00:00 AM,02/21/2020 12:00:00 AM,2350,9,Van Nuys,909,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344,32,M,H,101,STREET,,,IC,Invest Cont,331,,,,COSTELLO                     AV,RUNNYMEDE                    ST,34.2058,-118.4382
200517342,12/02/2020 12:00:00 AM,12/02/2020 12:00:00 AM,1130,5,Harbor,501,2,624,BATTERY - SIMPLE ASSAULT,0446 0910 1822 1202 0416 1701,72,M,H,897,MTA - SILVER LINE - HARBOR GATEWAY TRANSIT CTR,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 W  182ND                        ST,,33.8696,-118.2863
200306253,02/07/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1,3,Southwest,393,1,330,BURGLARY FROM VEHICLE,0329 0344 1300 1601,50,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,4200    LEIMERT                      BL,,34.0082,-118.3263
200306254,02/07/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1900,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 2032,20,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,3100    ORCHARD                      AV,,34.0265,-118.2882
202107280,03/12/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1800,21,Topanga,2189,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606 1822 0352,54,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,20500    VENTURA                      BL,,34.1683,-118.5787
200306257,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,30,3,Southwest,356,2,886,DISTURBING THE PEACE,0913 1202 1501,60,F,B,102,SIDEWALK,,,IC,Invest Cont,886,,,,3700    HALLDALE                     AV,,34.021,-118.3029
201105065,01/24/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1530,11,Northeast,1148,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0385,56,M,H,101,STREET,,,IC,Invest Cont,341,,,,200 N  AVENUE 49,,34.1048,-118.2043
200306262,02/07/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1445,3,Southwest,312,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0369 0421 1822 0432,58,M,H,102,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930,,,,ALSACE                       AV,ROSELAND                     ST,34.0281,-118.357
200306266,02/07/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1800,3,Southwest,397,2,624,BATTERY - SIMPLE ASSAULT,0415 1237 1822,56,M,W,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4300 S  VERMONT                      AV,,34.0073,-118.298
201513566,08/06/2020 12:00:00 AM,08/04/2020 12:00:00 AM,10,15,N Hollywood,1565,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,37,M,W,101,STREET,,,IC,Invest Cont,331,,,,ELMER                        AV,MOORPARK                     ST,34.1504,-118.3769
200306271,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,2000,3,Southwest,331,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2000 1814 2024 1307 1309,18,M,B,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,,,2700    PALM GROVE                   AV,,34.0313,-118.3456
200306272,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1045,3,Southwest,395,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1309,19,X,X,408,AUTO SUPPLY STORE*,,,IC,Invest Cont,442,,,,4000 S  WESTERN                      AV,,34.0109,-118.3089
200306273,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1540,3,Southwest,328,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0104 0378 1309,19,X,X,403,DRUG STORE,,,IC,Invest Cont,343,,,,3300 S  FIGUEROA                     ST,,34.0268,-118.2808
200306274,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,2300,3,Southwest,397,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402 1253,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,1000 W  42ND                         ST,,34.0073,-118.2915
200306275,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1805,3,Southwest,363,2,624,BATTERY - SIMPLE ASSAULT,0305 0444 1202 1309,71,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4100    PALMWOOD                     DR,,34.0137,-118.3435
200306276,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,900,3,Southwest,359,1,480,BIKE - STOLEN,0344 1251,20,M,B,101,STREET,,,IC,Invest Cont,480,,,,3500 S  FIGUEROA                     ST,,34.0204,-118.2809
200817301,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1530,8,West LA,897,1,320,"BURGLARY, ATTEMPTED",1822 1609 1210,54,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,3300 S  BEVERLY                      DR,,34.031,-118.3989
201116092,11/26/2020 12:00:00 AM,11/10/2020 12:00:00 AM,30,11,Northeast,1171,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,33,F,O,101,STREET,,,IC,Invest Cont,331,,,,REDESDALE,ROTARY,34.0885,-118.2714
200306281,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,620,3,Southwest,314,1,310,BURGLARY,0314 1607 1822 0329 1210 2034,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3300 W  ADAMS                        BL,,34.0327,-118.3201
200111600,05/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,555,1,Central,105,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400    CASANOVA                     ST,,34.0713,-118.2291
200404167,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1545,4,Hollenbeck,422,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3200    MANITOU                      AV,,34.072,-118.2078
200816945,11/28/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1600,8,West LA,884,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1822,58,M,W,101,STREET,,,IC,Invest Cont,331,,,,2300    MALCOLM                      AV,,34.0414,-118.4269
200306286,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,2100,3,Southwest,355,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0602 0554 0329,24,M,H,122,"VEHICLE, PASSENGER/TRUCK",306.0,ROCK/THROWN OBJECT,IC,Invest Cont,740,,,,3700    CIMARRON                     ST,,34.021,-118.3156
202004632,01/15/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1600,20,Olympic,2015,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,49,F,H,101,STREET,,,IC,Invest Cont,331,,,,100 N  CATALINA                     ST,,34.0727,-118.2954
200705874,02/09/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1700,7,Wilshire,762,1,310,BURGLARY,1601 0344,76,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5900    PICKFORD                     ST,,34.0478,-118.3686
200306291,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2248,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0344 0329,19,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,3200 S  HOOVER                       ST,,34.0268,-118.2896
200306292,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,810,3,Southwest,308,1,480,BIKE - STOLEN,0551 0344 0329 1251,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1000 W  23RD                         ST,,34.0342,-118.2816
200306294,02/08/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1,3,Southwest,355,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,39,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,38TH                         PL,WESTERN                      AV,34.0219,-118.3133
200306295,02/07/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2220,3,Southwest,315,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 0385,20,M,H,101,STREET,,,IC,Invest Cont,330,,,,W  ADAMS                        BL,ARLINGTON                    BL,34.0327,-118.3177
211704565,12/01/2020 12:00:00 AM,11/29/2020 12:00:00 AM,2130,17,Devonshire,1764,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1212 0344 1202,66,M,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,331,,,,9600    CORBIN                       AV,,34.2446,-118.5623
201416421,08/28/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1100,14,Pacific,1496,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,31,M,H,102,SIDEWALK,,,IC,Invest Cont,331,,,,5900 W  98TH                         ST,,33.9473,-118.3863
200215616,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1310,2,Rampart,216,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0344 0377,64,F,A,109,PARK/PLAYGROUND,,,IC,Invest Cont,331,,,,2200 W  SUNSET                       BL,,34.0778,-118.2659
200306301,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,900,3,Southwest,395,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1600 W  VERNON                       AV,,34.0073,-118.3108
200408888,05/15/2020 12:00:00 AM,05/06/2020 12:00:00 AM,1530,4,Hollenbeck,443,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,29,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,1500 N  SOTO                         ST,,34.0609,-118.2052
200617967,11/13/2020 12:00:00 AM,11/12/2020 12:00:00 AM,1230,6,Hollywood,677,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,5900    SANTA MONICA                 BL,,34.0865,-118.3169
200306309,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1000,3,Southwest,319,2,624,BATTERY - SIMPLE ASSAULT,0444 0448 1251 1810,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1900    ESTRELLA                     AV,,34.0339,-118.2755
200306310,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,800,3,Southwest,362,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202 1300,88,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,3900    ROXANNE                      AV,,34.0162,-118.3482
200908348,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,510,9,Van Nuys,985,1,210,ROBBERY,0337 0344 1420 1822,0,X,X,301,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,14400    VENTURA                      BL,,34.1505,-118.4458
200306314,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,830,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,3100 S  HOOVER                       ST,,34.0268,-118.2896
200306315,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1530,3,Southwest,392,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,48,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,2400 W  VERNON                       AV,,34.0037,-118.3193
201112838,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,800,11,Northeast,1163,2,624,BATTERY - SIMPLE ASSAULT,0206 0416 0400 0913 0432 1817,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1200 N  EDGEMONT                     ST,,34.0934,-118.2961
200512288,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,400,5,Harbor,532,1,330,BURGLARY FROM VEHICLE,0344 1300,21,M,H,104,DRIVEWAY,,,IC,Invest Cont,330,,,,1200    BAY VIEW                     AV,,33.7867,-118.2705
200809542,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,350,8,West LA,827,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0202 1420 1606 1822 0349 0394 0344 0321,31,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331,,,,600 S  BARRINGTON                   AV,,34.0577,-118.4681
200306320,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1630,3,Southwest,334,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,2800 S  BRONSON                      AV,,34.0312,-118.3338
200306321,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1400,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 2002 1821 1241,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4000    URSULA                       AV,,34.0149,-118.3524
200306322,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1845,3,Southwest,355,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2004 0444 0416 1814,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3600 S  WESTERN                      AV,,34.0219,-118.3133
200404168,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2000,4,Hollenbeck,497,1,310,BURGLARY,0344 0329 1601,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,3300 E  OLYMPIC                      BL,,34.0191,-118.2081
200309110,03/27/2020 12:00:00 AM,03/24/2020 12:00:00 AM,545,3,Southwest,363,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4000    BUCKINGHAM                   RD,,34.0148,-118.3417
221711184,06/15/2022 12:00:00 AM,05/15/2020 12:00:00 AM,155,17,Devonshire,1795,2,354,THEFT OF IDENTITY,0929 0930 1822,27,M,B,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,8300    WHITE OAK                    AV,,34.221,-118.5186
200306326,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1350,3,Southwest,325,1,352,PICKPOCKET,1822 0344,20,M,W,402,MARKET,,,IC,Invest Cont,352,,,,VERMONT,ADAMS,34.0328,-118.2915
200306327,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1800,3,Southwest,313,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0319 0448 0429 2021,47,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4100 W  ADAMS                        BL,,34.0326,-118.3296
200306328,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1635,3,Southwest,317,1,350,"THEFT, PERSON",0344 0342 1019 1309 1822 2021,20,M,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,2500    RAYMOND                      AV,,34.0337,-118.2975
200210258,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1000,2,Rampart,204,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 2032 1606 0345 1822,26,M,W,101,STREET,,,IC,Invest Cont,331,,,,700    LUCILE                       AV,,34.083,-118.2841
200812103,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,110,8,West LA,847,1,210,ROBBERY,0334 0344 0355 0342 0202 0209 1822 0916,39,M,W,101,STREET,206.0,SWITCH BLADE,IC,Invest Cont,210,,,,10300    BELLWOOD                     AV,,34.0515,-118.418
200911420,06/22/2020 12:00:00 AM,04/03/2020 12:00:00 AM,1,9,Van Nuys,916,2,649,DOCUMENT FORGERY / STOLEN FELONY,0360 0100,56,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,13800    SHERMAN                      WY,,34.2012,-118.4335
200911319,06/20/2020 12:00:00 AM,06/18/2020 12:00:00 AM,1900,9,Van Nuys,966,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0321 0344,40,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,13400    HUSTON                       ST,,34.1595,-118.4254
200306336,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1923,3,Southwest,394,2,888,TRESPASSING,1251 1822 1606,31,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,4100    4TH                          AV,,34.0108,-118.3214
200306342,02/09/2020 12:00:00 AM,02/08/2020 12:00:00 AM,2350,3,Southwest,362,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SANTA ROSALIA,POTOMAC,34.0151,-118.3472
200306350,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1830,3,Southwest,393,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0394,34,F,B,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,4000    CREED                        AV,,34.0109,-118.3244
200306353,02/09/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1200,3,Southwest,377,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,40,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1200 W  39TH                         PL,,34.0141,-118.2974
200808920,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1040,8,West LA,817,1,210,ROBBERY,0325 0945 0344 0352 1822 2028 0443 1420,0,X,X,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
200309197,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,1150,3,Southwest,377,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0359 0416 0446 1822,43,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,VERMONT                      AV,MARTIN LUTHER KING JR        BL,34.0145,-118.298
200409396,05/31/2020 12:00:00 AM,05/29/2020 12:00:00 AM,1300,4,Hollenbeck,437,1,320,"BURGLARY, ATTEMPTED",,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,320,,,,4500    MULTNOMAH                    ST,,34.0702,-118.188
202110580,06/17/2020 12:00:00 AM,06/17/2020 12:00:00 AM,400,21,Topanga,2115,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0386 0344,31,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,21700    ROSCOE                       BL,,34.2197,-118.6016
200816393,11/13/2020 12:00:00 AM,11/10/2020 12:00:00 AM,905,8,West LA,836,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385,30,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,331,,,,LINNINGTON                   AV,LOUISIANA                    AV,34.0505,-118.4215
201410329,04/23/2020 12:00:00 AM,04/09/2020 12:00:00 AM,1800,14,Pacific,1436,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,42,M,O,101,STREET,,,IC,Invest Cont,331,,,,SAWTELLE                     BL,WESTMINSTER                  AV,34.0168,-118.4239
200109453,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,1335,1,Central,145,1,210,ROBBERY,1402 0417 0429 0344 0420 1202 0377 1218 1822,69,M,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998.0,,,5TH,LOS ANGELES,34.0461,-118.2476
200911832,07/02/2020 12:00:00 AM,06/30/2020 12:00:00 AM,1500,9,Van Nuys,985,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,40,F,W,101,STREET,,,IC,Invest Cont,331,,,,4400    MURIETTA                     AV,,34.1504,-118.4383
200716902,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1,7,Wilshire,737,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1601 0344,44,F,O,101,STREET,,,IC,Invest Cont,331,,,,600 S  SYCAMORE                     AV,,34.0628,-118.3429
201110029,06/03/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1710,11,Northeast,1161,1,480,BIKE - STOLEN,0397 0344,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1200 N  MARIPOSA                     AV,,34.0931,-118.2994
200507706,03/27/2020 12:00:00 AM,03/26/2020 12:00:00 AM,930,5,Harbor,585,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0358 1300,62,M,H,101,STREET,,,IC,Invest Cont,420,,,,1800 S  ALMA                         ST,,33.7279,-118.299
200306376,02/09/2020 12:00:00 AM,02/09/2020 12:00:00 AM,1940,3,Southwest,327,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,27TH                         ST,BUDLONG                      AV,34.0305,-118.2865
201006324,02/22/2020 12:00:00 AM,02/21/2020 12:00:00 AM,2100,10,West Valley,1097,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 1822 0386 1300 1606,78,F,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,4600    WHITE OAK                    AV,,34.1531,-118.5159
200704537,01/11/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1845,7,Wilshire,734,2,624,BATTERY - SIMPLE ASSAULT,0416 1501,63,F,W,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6200 W  3RD                          ST,,34.0708,-118.3563
201509916,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,630,15,N Hollywood,1538,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1309 0385,36,M,H,101,STREET,,,IC,Invest Cont,331,998.0,,,11000    HATTERAS                     ST,,34.1758,-118.3703
200416395,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,1955,4,Hollenbeck,448,2,901,VIOLATION OF RESTRAINING ORDER,2038,66,M,B,101,STREET,,,AO,Adult Other,901,,,,1200 N  SOTO                         ST,,34.0567,-118.2016
201106797,03/02/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1530,11,Northeast,1102,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1608 0385,0,X,X,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,331,,,,3900    CHEVY CHASE                  DR,,34.1334,-118.2725
